,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security,EDH09 COMDTY,EDM09 COMDTY,EDU09 COMDTY,EDZ09 COMDTY,EDH10 COMDTY,EDM10 COMDTY,EDU10 COMDTY,EDZ10 COMDTY,EDH11 COMDTY,EDM11 COMDTY,EDU11 COMDTY,EDZ11 COMDTY,EDH12 COMDTY,EDM12 COMDTY,EDU12 COMDTY,EDZ12 COMDTY,EDH13 COMDTY,EDM13 COMDTY,EDU13 COMDTY,EDZ13 COMDTY,EDH14 COMDTY,EDM14 COMDTY,EDU14 COMDTY,EDZ14 COMDTY,EDH15 COMDTY,EDM15 COMDTY,EDU15 COMDTY,EDZ15 COMDTY,EDH16 COMDTY,EDM16 COMDTY,EDU16 COMDTY,EDZ16 COMDTY,EDH17 COMDTY,EDM17 COMDTY,EDU17 COMDTY,EDZ17 COMDTY,EDH18 COMDTY,EDM18 COMDTY,EDU18 COMDTY,EDZ18 COMDTY,EDH19 COMDTY,EDM19 COMDTY,EDU19 COMDTY
05/05/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.73,99.67,99.57,99.42,99.175,98.875,98.57,98.305,98.055,97.805,97.55,97.33,97.11,96.895,96.68,96.495,96.31,96.14,95.98,95.85,95.72,95.595,95.48,95.395,95.31,95.24,95.165,95.12,95.08,95.045,95,94.975,94.935,94.905
05/06/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.715,99.66,99.575,99.435,99.205,98.915,98.61,98.345,98.085,97.835,97.58,97.355,97.135,96.92,96.7,96.51,96.32,96.15,95.985,95.85,95.715,95.59,95.47,95.38,95.295,95.225,95.15,95.105,95.065,95.03,94.985,94.96,94.925,94.9
05/09/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.72,99.67,99.59,99.455,99.235,98.95,98.65,98.38,98.12,97.865,97.61,97.39,97.17,96.96,96.745,96.56,96.37,96.2,96.03,95.895,95.76,95.63,95.505,95.41,95.32,95.25,95.17,95.12,95.075,95.04,94.995,94.97,94.935,94.91
05/10/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.73,99.68,99.585,99.43,99.19,98.89,98.575,98.3,98.04,97.79,97.54,97.32,97.105,96.895,96.68,96.495,96.31,96.14,95.97,95.835,95.695,95.565,95.44,95.345,95.255,95.185,95.105,95.055,95.01,94.975,94.93,94.905,94.87,94.845
05/11/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.735,99.685,99.595,99.455,99.225,98.935,98.63,98.365,98.105,97.85,97.595,97.375,97.155,96.94,96.725,96.535,96.345,96.17,96,95.86,95.72,95.59,95.465,95.375,95.285,95.215,95.135,95.085,95.04,95.005,94.96,94.935,94.9,94.875
05/12/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.735,99.69,99.595,99.455,99.22,98.925,98.615,98.34,98.075,97.815,97.555,97.33,97.105,96.885,96.665,96.475,96.285,96.11,95.935,95.795,95.655,95.525,95.405,95.315,95.225,95.15,95.075,95.025,94.98,94.945,94.9,94.875,94.84,94.815
05/13/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.735,99.675,99.58,99.445,99.225,98.945,98.645,98.38,98.12,97.86,97.6,97.37,97.145,96.925,96.7,96.505,96.315,96.14,95.965,95.825,95.685,95.555,95.435,95.345,95.255,95.18,95.105,95.06,95.015,94.98,94.935,94.91,94.88,94.86
05/16/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.735,99.685,99.6,99.47,99.255,98.985,98.695,98.435,98.175,97.92,97.655,97.425,97.195,96.97,96.745,96.55,96.355,96.18,96.005,95.865,95.725,95.595,95.475,95.385,95.295,95.22,95.145,95.1,95.055,95.02,94.975,94.95,94.92,94.9
05/17/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.735,99.685,99.595,99.465,99.255,98.99,98.71,98.46,98.205,97.955,97.695,97.47,97.245,97.025,96.8,96.605,96.41,96.23,96.055,95.915,95.775,95.645,95.525,95.435,95.345,95.27,95.195,95.145,95.1,95.065,95.02,94.995,94.965,94.945
05/18/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.725,99.665,99.575,99.435,99.215,98.94,98.645,98.38,98.115,97.86,97.605,97.38,97.155,96.94,96.72,96.53,96.34,96.165,95.995,95.855,95.715,95.59,95.47,95.38,95.29,95.215,95.14,95.09,95.045,95.01,94.965,94.94,94.91,94.89
05/19/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.73,99.68,99.6,99.475,99.265,98.99,98.695,98.425,98.155,97.895,97.63,97.395,97.165,96.945,96.72,96.525,96.335,96.16,95.985,95.84,95.695,95.565,95.445,95.355,95.26,95.185,95.105,95.055,95.005,94.965,94.92,94.895,94.865,94.845
05/20/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7275,99.675,99.6,99.48,99.275,99.01,98.72,98.46,98.2,97.94,97.675,97.44,97.205,96.98,96.755,96.56,96.365,96.185,96.01,95.865,95.72,95.585,95.46,95.365,95.265,95.185,95.105,95.055,95.005,94.965,94.92,94.89,94.855,94.83
05/23/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7225,99.655,99.585,99.47,99.265,99,98.715,98.46,98.205,97.95,97.685,97.45,97.22,97,96.775,96.585,96.395,96.22,96.045,95.9,95.755,95.62,95.495,95.4,95.3,95.22,95.14,95.09,95.04,95,94.95,94.92,94.885,94.86
05/24/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7275,99.655,99.58,99.47,99.275,99.015,98.73,98.47,98.21,97.955,97.69,97.455,97.225,97.005,96.78,96.59,96.4,96.225,96.05,95.905,95.76,95.63,95.505,95.41,95.315,95.24,95.16,95.11,95.06,95.015,94.965,94.935,94.905,94.885
05/25/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7275,99.65,99.58,99.475,99.285,99.03,98.75,98.495,98.24,97.985,97.72,97.485,97.255,97.03,96.805,96.61,96.415,96.235,96.06,95.915,95.77,95.635,95.51,95.415,95.315,95.235,95.155,95.105,95.055,95.01,94.96,94.93,94.9,94.88
05/26/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.73,99.655,99.59,99.5,99.335,99.1,98.835,98.59,98.34,98.085,97.82,97.59,97.355,97.125,96.895,96.7,96.505,96.32,96.14,95.995,95.85,95.715,95.585,95.49,95.39,95.31,95.23,95.18,95.13,95.085,95.035,95.005,94.975,94.955
05/27/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.73,99.665,99.6,99.51,99.345,99.115,98.855,98.61,98.355,98.1,97.83,97.59,97.35,97.115,96.88,96.68,96.48,96.29,96.11,95.96,95.81,95.675,95.545,95.45,95.35,95.27,95.19,95.14,95.095,95.055,95.005,94.975,94.945,94.925
05/30/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05/31/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7375,99.67,99.6,99.51,99.36,99.145,98.89,98.65,98.4,98.145,97.875,97.63,97.39,97.155,96.915,96.71,96.505,96.315,96.13,95.975,95.825,95.685,95.555,95.46,95.36,95.28,95.2,95.15,95.1,95.06,95.01,94.98,94.95,94.93
06/01/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7375,99.675,99.6,99.51,99.375,99.185,98.955,98.74,98.51,98.265,98.005,97.76,97.515,97.275,97.03,96.82,96.61,96.41,96.22,96.065,95.915,95.775,95.645,95.55,95.45,95.37,95.285,95.235,95.185,95.14,95.085,95.05,95.02,95
06/02/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7375,99.665,99.595,99.505,99.36,99.16,98.925,98.7,98.46,98.215,97.955,97.715,97.47,97.23,96.98,96.765,96.55,96.35,96.155,95.995,95.84,95.695,95.56,95.46,95.36,95.28,95.195,95.14,95.09,95.045,94.99,94.955,94.92,94.9
06/03/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.74,99.665,99.605,99.525,99.395,99.205,98.97,98.745,98.5,98.255,97.995,97.75,97.505,97.265,97.015,96.8,96.585,96.385,96.19,96.03,95.87,95.725,95.59,95.49,95.385,95.3,95.215,95.16,95.105,95.055,95,94.965,94.93,94.91
06/06/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.74,99.665,99.605,99.535,99.41,99.225,98.995,98.765,98.52,98.27,98.005,97.76,97.515,97.275,97.025,96.81,96.595,96.395,96.2,96.035,95.875,95.73,95.59,95.485,95.38,95.29,95.2,95.14,95.085,95.035,94.975,94.935,94.895,94.87
06/07/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7425,99.665,99.605,99.535,99.415,99.24,99.02,98.795,98.545,98.29,98.025,97.78,97.535,97.295,97.045,96.83,96.61,96.405,96.205,96.035,95.87,95.72,95.58,95.475,95.365,95.275,95.18,95.115,95.06,95.005,94.945,94.905,94.865,94.84
06/08/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7475,99.67,99.61,99.545,99.44,99.285,99.085,98.885,98.66,98.42,98.16,97.915,97.665,97.415,97.155,96.93,96.7,96.485,96.28,96.105,95.935,95.78,95.635,95.525,95.415,95.325,95.23,95.165,95.105,95.05,94.99,94.95,94.91,94.885
06/09/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7475,99.665,99.595,99.52,99.41,99.25,99.05,98.84,98.605,98.36,98.1,97.85,97.6,97.355,97.1,96.88,96.655,96.44,96.235,96.065,95.9,95.75,95.61,95.5,95.395,95.305,95.215,95.155,95.1,95.05,94.995,94.96,94.925,94.9
06/10/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.75,99.675,99.6,99.525,99.425,99.28,99.085,98.875,98.635,98.385,98.12,97.87,97.615,97.37,97.115,96.895,96.67,96.46,96.26,96.09,95.93,95.78,95.64,95.53,95.425,95.34,95.255,95.195,95.14,95.09,95.035,95,94.965,94.94
06/13/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.753,99.675,99.605,99.54,99.435,99.275,99.07,98.855,98.61,98.355,98.09,97.835,97.585,97.34,97.085,96.86,96.635,96.425,96.225,96.06,95.9,95.755,95.615,95.505,95.4,95.315,95.23,95.175,95.125,95.08,95.025,94.99,94.955,94.93
06/14/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.67,99.59,99.51,99.39,99.22,98.99,98.755,98.495,98.23,97.96,97.7,97.445,97.2,96.945,96.725,96.505,96.295,96.1,95.935,95.78,95.635,95.5,95.39,95.285,95.2,95.12,95.065,95.015,94.97,94.915,94.88,94.845,94.82
06/15/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.615,99.545,99.49,99.41,99.275,99.07,98.85,98.6,98.34,98.075,97.825,97.575,97.335,97.085,96.87,96.65,96.445,96.25,96.085,95.93,95.785,95.65,95.54,95.435,95.35,95.27,95.215,95.16,95.115,95.055,95.015,94.975,94.945
06/16/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.57,99.51,99.455,99.37,99.24,99.055,98.86,98.63,98.385,98.125,97.875,97.625,97.385,97.135,96.92,96.7,96.495,96.3,96.135,95.98,95.835,95.7,95.595,95.495,95.41,95.33,95.275,95.225,95.18,95.12,95.08,95.04,95.01
06/17/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.535,99.48,99.385,99.245,99.05,98.845,98.61,98.365,98.11,97.865,97.615,97.37,97.115,96.895,96.675,96.465,96.265,96.1,95.94,95.795,95.66,95.555,95.455,95.375,95.295,95.24,95.19,95.145,95.085,95.045,95.005,94.975
06/20/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6,99.525,99.475,99.39,99.25,99.055,98.845,98.605,98.36,98.105,97.855,97.605,97.36,97.105,96.885,96.665,96.455,96.255,96.09,95.93,95.785,95.65,95.545,95.445,95.36,95.28,95.225,95.17,95.125,95.065,95.025,94.985,94.95
06/21/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.625,99.55,99.49,99.395,99.245,99.04,98.835,98.6,98.355,98.095,97.845,97.59,97.34,97.085,96.865,96.645,96.435,96.235,96.07,95.915,95.77,95.635,95.53,95.425,95.34,95.26,95.205,95.15,95.1,95.035,94.995,94.955,94.915
06/22/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.63,99.555,99.5,99.41,99.265,99.06,98.85,98.615,98.37,98.105,97.85,97.595,97.35,97.095,96.875,96.655,96.445,96.24,96.07,95.91,95.765,95.63,95.525,95.42,95.335,95.255,95.2,95.15,95.105,95.045,95.005,94.965,94.925
06/23/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.535,99.49,99.42,99.29,99.11,98.93,98.715,98.48,98.225,97.98,97.725,97.475,97.22,97,96.775,96.56,96.355,96.185,96.025,95.875,95.74,95.635,95.53,95.445,95.365,95.31,95.26,95.215,95.155,95.115,95.075,95.035
06/24/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.565,99.49,99.45,99.39,99.28,99.125,98.965,98.76,98.535,98.28,98.035,97.785,97.54,97.28,97.055,96.83,96.615,96.41,96.24,96.08,95.93,95.795,95.69,95.59,95.505,95.425,95.37,95.32,95.275,95.215,95.175,95.135,95.095
06/27/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.585,99.495,99.44,99.36,99.23,99.06,98.89,98.69,98.475,98.24,98.005,97.755,97.51,97.25,97.025,96.795,96.58,96.37,96.195,96.03,95.88,95.74,95.635,95.535,95.45,95.37,95.315,95.265,95.22,95.16,95.12,95.08,95.04
06/28/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6,99.495,99.42,99.305,99.14,98.935,98.74,98.525,98.305,98.065,97.825,97.575,97.325,97.07,96.845,96.62,96.405,96.2,96.03,95.87,95.725,95.59,95.49,95.39,95.31,95.23,95.18,95.135,95.095,95.04,95.005,94.97,94.935
06/29/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.635,99.545,99.47,99.345,99.155,98.925,98.7,98.465,98.23,97.975,97.735,97.485,97.235,96.98,96.76,96.535,96.325,96.125,95.96,95.8,95.655,95.52,95.42,95.32,95.24,95.16,95.11,95.065,95.025,94.97,94.935,94.9,94.865
06/30/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.655,99.58,99.515,99.385,99.18,98.93,98.68,98.415,98.155,97.885,97.63,97.37,97.12,96.865,96.65,96.43,96.23,96.035,95.875,95.725,95.585,95.455,95.355,95.26,95.185,95.11,95.06,95.015,94.975,94.92,94.885,94.85,94.82
07/01/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.66,99.57,99.49,99.35,99.135,98.875,98.62,98.35,98.085,97.815,97.56,97.3,97.045,96.79,96.575,96.36,96.16,95.97,95.815,95.67,95.535,95.405,95.305,95.21,95.135,95.06,95.01,94.96,94.915,94.86,94.825,94.79,94.76
07/04/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07/05/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.64,99.565,99.505,99.39,99.205,98.975,98.74,98.48,98.225,97.96,97.705,97.44,97.185,96.925,96.7,96.48,96.275,96.08,95.92,95.765,95.625,95.49,95.385,95.285,95.2,95.12,95.065,95.01,94.965,94.91,94.87,94.835,94.8
07/06/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.63,99.545,99.495,99.395,99.23,99.01,98.785,98.535,98.285,98.02,97.765,97.5,97.24,96.98,96.755,96.53,96.32,96.12,95.955,95.795,95.645,95.505,95.395,95.29,95.2,95.115,95.06,95.005,94.96,94.91,94.875,94.84,94.805
07/07/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.645,99.56,99.49,99.36,99.165,98.925,98.685,98.43,98.18,97.915,97.66,97.4,97.14,96.88,96.655,96.43,96.22,96.025,95.86,95.705,95.565,95.435,95.335,95.24,95.16,95.08,95.025,94.975,94.93,94.88,94.845,94.81,94.775
07/08/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.64,99.565,99.52,99.44,99.295,99.095,98.88,98.645,98.405,98.14,97.885,97.62,97.36,97.1,96.87,96.64,96.42,96.21,96.035,95.87,95.72,95.58,95.475,95.37,95.285,95.205,95.15,95.095,95.05,94.995,94.955,94.915,94.88
07/11/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.59,99.51,99.475,99.415,99.3,99.125,98.93,98.715,98.49,98.23,97.975,97.71,97.45,97.19,96.96,96.73,96.515,96.305,96.13,95.97,95.82,95.685,95.58,95.48,95.4,95.325,95.275,95.225,95.18,95.125,95.085,95.045,95.01
07/12/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.59,99.49,99.46,99.4,99.29,99.115,98.935,98.725,98.505,98.25,97.995,97.73,97.475,97.22,96.99,96.76,96.545,96.335,96.16,96,95.85,95.715,95.61,95.51,95.43,95.35,95.295,95.24,95.195,95.14,95.1,95.06,95.02
07/13/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.5,99.46,99.405,99.305,99.15,98.98,98.775,98.555,98.3,98.05,97.785,97.53,97.27,97.035,96.8,96.58,96.365,96.19,96.025,95.875,95.74,95.635,95.535,95.455,95.38,95.33,95.275,95.23,95.175,95.135,95.095,95.055
07/14/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.51,99.475,99.42,99.325,99.17,98.995,98.78,98.54,98.27,98.01,97.745,97.485,97.225,96.99,96.755,96.53,96.315,96.135,95.97,95.82,95.68,95.575,95.475,95.395,95.315,95.265,95.21,95.16,95.105,95.065,95.025,94.985
07/15/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.585,99.47,99.425,99.38,99.3,99.16,99.005,98.8,98.565,98.305,98.05,97.79,97.54,97.285,97.05,96.815,96.595,96.38,96.205,96.04,95.885,95.745,95.635,95.53,95.445,95.36,95.305,95.25,95.2,95.145,95.105,95.065,95.025
07/18/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.585,99.47,99.425,99.38,99.305,99.175,99.03,98.83,98.6,98.34,98.09,97.83,97.575,97.315,97.08,96.845,96.62,96.405,96.23,96.065,95.91,95.765,95.655,95.55,95.465,95.38,95.325,95.27,95.22,95.16,95.12,95.08,95.04
07/19/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.59,99.465,99.415,99.37,99.29,99.16,99.015,98.82,98.59,98.33,98.075,97.815,97.56,97.3,97.07,96.84,96.62,96.41,96.24,96.075,95.925,95.785,95.68,95.58,95.5,95.42,95.365,95.31,95.26,95.2,95.16,95.12,95.08
07/20/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.62,99.515,99.46,99.395,99.295,99.145,98.985,98.78,98.545,98.285,98.03,97.77,97.52,97.26,97.035,96.805,96.585,96.375,96.205,96.045,95.89,95.745,95.635,95.53,95.445,95.365,95.31,95.255,95.205,95.145,95.105,95.065,95.025
07/21/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.64,99.54,99.48,99.4,99.275,99.11,98.945,98.74,98.505,98.24,97.985,97.72,97.46,97.195,96.96,96.725,96.5,96.285,96.105,95.935,95.78,95.64,95.53,95.425,95.34,95.26,95.21,95.155,95.105,95.05,95.015,94.98,94.945
07/22/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.655,99.55,99.505,99.44,99.33,99.17,99.005,98.805,98.575,98.315,98.06,97.795,97.54,97.28,97.045,96.81,96.585,96.37,96.19,96.02,95.865,95.725,95.615,95.51,95.425,95.345,95.295,95.24,95.19,95.13,95.09,95.05,95.01
07/25/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.645,99.53,99.48,99.42,99.315,99.165,99.01,98.82,98.595,98.34,98.09,97.825,97.565,97.3,97.06,96.82,96.585,96.365,96.18,96.005,95.84,95.69,95.575,95.465,95.375,95.29,95.235,95.175,95.125,95.065,95.025,94.985,94.945
07/26/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.655,99.535,99.48,99.42,99.325,99.19,99.05,98.875,98.66,98.41,98.16,97.89,97.63,97.365,97.125,96.88,96.645,96.42,96.235,96.06,95.895,95.745,95.63,95.52,95.43,95.345,95.285,95.225,95.175,95.115,95.075,95.035,94.995
07/27/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.63,99.5,99.445,99.39,99.3,99.165,99.025,98.845,98.625,98.37,98.115,97.85,97.59,97.325,97.08,96.835,96.6,96.375,96.185,96.01,95.845,95.695,95.58,95.475,95.385,95.3,95.245,95.19,95.145,95.09,95.055,95.015,94.98
07/28/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.63,99.51,99.45,99.4,99.315,99.19,99.055,98.88,98.66,98.405,98.15,97.88,97.615,97.35,97.105,96.86,96.62,96.395,96.205,96.025,95.86,95.71,95.595,95.49,95.4,95.315,95.26,95.2,95.15,95.095,95.06,95.02,94.985
07/29/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.625,99.505,99.465,99.43,99.37,99.275,99.17,99.025,98.835,98.595,98.35,98.09,97.83,97.565,97.315,97.065,96.82,96.585,96.385,96.2,96.03,95.875,95.76,95.65,95.56,95.475,95.42,95.36,95.31,95.25,95.21,95.17,95.13
08/01/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.635,99.52,99.48,99.445,99.395,99.3,99.195,99.055,98.875,98.65,98.42,98.175,97.925,97.665,97.425,97.18,96.94,96.705,96.505,96.32,96.145,95.985,95.865,95.75,95.655,95.565,95.505,95.44,95.385,95.325,95.285,95.245,95.205
08/02/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.59,99.485,99.46,99.445,99.41,99.33,99.235,99.105,98.94,98.73,98.51,98.275,98.035,97.78,97.54,97.305,97.075,96.85,96.66,96.48,96.31,96.15,96.03,95.915,95.82,95.725,95.66,95.595,95.54,95.48,95.44,95.4,95.36
08/03/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.61,99.495,99.47,99.45,99.415,99.33,99.235,99.11,98.95,98.74,98.525,98.29,98.05,97.795,97.555,97.32,97.095,96.875,96.69,96.515,96.35,96.2,96.085,95.975,95.88,95.79,95.725,95.665,95.61,95.545,95.505,95.46,95.42
08/04/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.665,99.57,99.535,99.505,99.46,99.375,99.285,99.17,99.015,98.815,98.61,98.39,98.165,97.925,97.7,97.475,97.26,97.045,96.87,96.7,96.535,96.385,96.27,96.16,96.065,95.97,95.9,95.83,95.77,95.705,95.665,95.625,95.59
08/05/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.655,99.58,99.555,99.52,99.455,99.335,99.21,99.065,98.895,98.68,98.46,98.215,97.97,97.715,97.48,97.25,97.03,96.815,96.64,96.475,96.325,96.185,96.085,95.99,95.91,95.825,95.765,95.705,95.65,95.59,95.55,95.515,95.48
08/08/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.595,99.505,99.51,99.505,99.47,99.375,99.28,99.16,99,98.795,98.585,98.355,98.125,97.885,97.665,97.45,97.24,97.035,96.87,96.71,96.565,96.43,96.33,96.23,96.145,96.06,96,95.935,95.88,95.82,95.78,95.745,95.71
08/09/2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.62,99.555,99.575,99.595,99.595,99.545,99.495,99.415,99.285,99.075,98.84,98.57,98.31,98.05,97.82,97.6,97.395,97.195,97.035,96.88,96.74,96.605,96.505,96.405,96.32,96.23,96.165,96.095,96.035,95.965,95.92,95.875,95.83
