,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security,EDH09 COMDTY,EDM09 COMDTY,EDU09 COMDTY,EDZ09 COMDTY,EDH10 COMDTY,EDM10 COMDTY,EDU10 COMDTY,EDZ10 COMDTY,EDH11 COMDTY,EDM11 COMDTY,EDU11 COMDTY,EDZ11 COMDTY,EDH12 COMDTY,EDM12 COMDTY,EDU12 COMDTY,EDZ12 COMDTY,EDH13 COMDTY,EDM13 COMDTY,EDU13 COMDTY,EDZ13 COMDTY,EDH14 COMDTY,EDM14 COMDTY,EDU14 COMDTY,EDZ14 COMDTY,EDH15 COMDTY,EDM15 COMDTY,EDU15 COMDTY,EDZ15 COMDTY,EDH16 COMDTY,EDM16 COMDTY,EDU16 COMDTY,EDZ16 COMDTY,EDH17 COMDTY,EDM17 COMDTY,EDU17 COMDTY,EDZ17 COMDTY,EDH18 COMDTY,EDM18 COMDTY,EDU18 COMDTY,EDZ18 COMDTY,EDH19 COMDTY,EDM19 COMDTY,EDU19 COMDTY
08/14/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.59,99.6,99.59,99.57,99.54,99.495,99.455,99.4,99.335,99.255,99.185,99.085,98.96,98.81,98.67,98.525,98.375,98.215,98.075,97.93,97.8,97.67,97.575,97.475,97.38,97.285,97.23,97.17,97.115
08/15/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.5875,99.595,99.575,99.555,99.525,99.475,99.425,99.36,99.285,99.2,99.125,99.02,98.885,98.725,98.575,98.42,98.26,98.095,97.95,97.8,97.665,97.53,97.43,97.33,97.24,97.145,97.085,97.025,96.97
08/16/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.585,99.59,99.57,99.545,99.51,99.46,99.405,99.335,99.255,99.16,99.08,98.97,98.835,98.675,98.525,98.37,98.215,98.05,97.905,97.755,97.62,97.485,97.385,97.28,97.19,97.095,97.035,96.97,96.915
08/17/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.585,99.585,99.565,99.54,99.51,99.46,99.41,99.345,99.27,99.18,99.1,98.995,98.865,98.71,98.565,98.41,98.255,98.095,97.955,97.805,97.67,97.535,97.435,97.33,97.235,97.14,97.08,97.015,96.955
08/20/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.585,99.585,99.565,99.545,99.515,99.465,99.42,99.36,99.29,99.2,99.12,99.015,98.885,98.725,98.58,98.43,98.275,98.115,97.975,97.83,97.695,97.56,97.46,97.355,97.26,97.16,97.1,97.035,96.975
08/21/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.5825,99.58,99.56,99.54,99.51,99.465,99.42,99.36,99.29,99.205,99.125,99.02,98.89,98.73,98.585,98.43,98.275,98.115,97.975,97.825,97.69,97.55,97.45,97.345,97.245,97.145,97.08,97.01,96.95
08/22/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.5825,99.59,99.58,99.57,99.55,99.51,99.475,99.42,99.36,99.28,99.21,99.115,98.995,98.845,98.705,98.555,98.405,98.245,98.105,97.955,97.82,97.68,97.58,97.475,97.375,97.275,97.21,97.14,97.08
08/23/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.595,99.615,99.605,99.595,99.58,99.545,99.51,99.46,99.405,99.33,99.26,99.165,99.045,98.9,98.765,98.62,98.475,98.315,98.175,98.03,97.895,97.76,97.655,97.55,97.455,97.355,97.29,97.22,97.155
08/24/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.5975,99.62,99.605,99.585,99.56,99.525,99.495,99.445,99.39,99.315,99.25,99.155,99.035,98.89,98.755,98.61,98.46,98.3,98.16,98.015,97.88,97.74,97.635,97.53,97.43,97.33,97.265,97.195,97.135
08/27/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.5975,99.62,99.605,99.585,99.565,99.53,99.505,99.465,99.41,99.34,99.28,99.19,99.075,98.935,98.8,98.655,98.505,98.345,98.205,98.055,97.92,97.78,97.675,97.57,97.47,97.37,97.305,97.235,97.175
08/28/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.625,99.61,99.59,99.57,99.535,99.51,99.47,99.42,99.355,99.295,99.21,99.1,98.96,98.83,98.69,98.545,98.385,98.245,98.095,97.96,97.82,97.715,97.61,97.515,97.415,97.345,97.275,97.21
08/29/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.625,99.61,99.59,99.565,99.525,99.495,99.455,99.405,99.34,99.28,99.19,99.075,98.935,98.8,98.66,98.515,98.355,98.215,98.065,97.93,97.79,97.685,97.58,97.485,97.385,97.32,97.25,97.19
08/30/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.605,99.625,99.615,99.605,99.585,99.555,99.53,99.49,99.44,99.375,99.315,99.23,99.115,98.975,98.84,98.7,98.555,98.395,98.255,98.105,97.97,97.83,97.725,97.62,97.525,97.425,97.36,97.29,97.23
08/31/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.61,99.645,99.645,99.635,99.62,99.595,99.57,99.535,99.495,99.435,99.385,99.31,99.205,99.07,98.94,98.795,98.65,98.49,98.345,98.195,98.055,97.91,97.8,97.69,97.585,97.48,97.41,97.335,97.27
09/03/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09/04/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.615,99.645,99.645,99.635,99.62,99.595,99.575,99.54,99.495,99.43,99.38,99.3,99.19,99.055,98.92,98.775,98.625,98.46,98.315,98.16,98.02,97.875,97.765,97.655,97.55,97.445,97.375,97.3,97.235
09/05/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.615,99.645,99.645,99.635,99.62,99.595,99.575,99.54,99.495,99.43,99.38,99.3,99.195,99.06,98.925,98.78,98.63,98.465,98.32,98.165,98.025,97.88,97.77,97.66,97.555,97.45,97.38,97.305,97.24
09/06/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6075,99.635,99.63,99.61,99.59,99.56,99.535,99.495,99.445,99.38,99.32,99.23,99.115,98.975,98.84,98.69,98.535,98.37,98.225,98.07,97.925,97.775,97.66,97.545,97.44,97.335,97.265,97.19,97.125
09/07/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6075,99.635,99.64,99.625,99.61,99.585,99.565,99.53,99.485,99.42,99.365,99.285,99.175,99.035,98.9,98.755,98.605,98.435,98.28,98.12,97.965,97.805,97.68,97.555,97.44,97.325,97.245,97.16,97.085
09/10/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6125,99.65,99.65,99.635,99.62,99.59,99.565,99.53,99.485,99.42,99.365,99.285,99.175,99.035,98.9,98.75,98.595,98.425,98.265,98.1,97.945,97.785,97.655,97.53,97.415,97.3,97.22,97.135,97.06
09/11/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6175,99.66,99.66,99.64,99.62,99.585,99.56,99.52,99.475,99.415,99.36,99.28,99.17,99.03,98.89,98.735,98.575,98.4,98.24,98.075,97.92,97.76,97.63,97.505,97.39,97.275,97.195,97.11,97.035
09/12/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6175,99.66,99.66,99.64,99.62,99.585,99.55,99.505,99.455,99.39,99.335,99.25,99.135,98.985,98.84,98.675,98.51,98.33,98.165,97.995,97.84,97.68,97.555,97.43,97.315,97.2,97.12,97.04,96.965
09/13/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.62,99.675,99.67,99.655,99.645,99.62,99.595,99.555,99.51,99.445,99.39,99.305,99.195,99.055,98.915,98.755,98.585,98.405,98.235,98.065,97.905,97.74,97.61,97.48,97.365,97.245,97.16,97.075,96.995
09/14/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.62,99.675,99.675,99.665,99.65,99.62,99.59,99.535,99.475,99.405,99.34,99.245,99.125,98.975,98.83,98.665,98.49,98.305,98.135,97.965,97.805,97.64,97.51,97.38,97.26,97.14,97.055,96.965,96.885
09/17/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.6192,99.68,99.675,99.66,99.645,99.615,99.585,99.535,99.475,99.405,99.34,99.245,99.125,98.97,98.82,98.655,98.48,98.295,98.13,97.96,97.805,97.645,97.52,97.395,97.28,97.165,97.08,96.99,96.91
09/18/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.665,99.655,99.64,99.63,99.605,99.58,99.535,99.485,99.42,99.36,99.27,99.155,99.005,98.855,98.685,98.51,98.325,98.16,97.995,97.84,97.685,97.565,97.445,97.335,97.22,97.135,97.05,96.975
09/19/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.665,99.655,99.64,99.63,99.605,99.58,99.535,99.485,99.425,99.37,99.285,99.17,99.03,98.885,98.72,98.55,98.375,98.215,98.05,97.895,97.74,97.62,97.505,97.395,97.28,97.2,97.115,97.04
09/20/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.66,99.65,99.635,99.62,99.595,99.57,99.53,99.485,99.425,99.37,99.29,99.18,99.045,98.91,98.755,98.59,98.42,98.265,98.105,97.96,97.81,97.69,97.57,97.46,97.345,97.265,97.18,97.105
09/21/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.675,99.66,99.635,99.62,99.595,99.575,99.535,99.49,99.435,99.38,99.305,99.2,99.065,98.93,98.78,98.62,98.45,98.295,98.135,97.985,97.83,97.71,97.59,97.475,97.36,97.275,97.19,97.115
09/24/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.665,99.65,99.63,99.615,99.595,99.575,99.535,99.495,99.44,99.39,99.32,99.22,99.09,98.955,98.805,98.645,98.475,98.32,98.165,98.02,97.87,97.75,97.63,97.52,97.41,97.33,97.25,97.175
09/25/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.665,99.645,99.62,99.605,99.585,99.565,99.525,99.485,99.43,99.38,99.305,99.21,99.085,98.96,98.815,98.66,98.5,98.35,98.195,98.055,97.905,97.785,97.67,97.565,97.455,97.38,97.3,97.225
09/26/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.645,99.615,99.59,99.58,99.565,99.55,99.515,99.48,99.435,99.39,99.325,99.235,99.12,99.005,98.87,98.725,98.57,98.43,98.28,98.145,97.995,97.88,97.765,97.66,97.55,97.475,97.395,97.32
09/27/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.66,99.64,99.625,99.615,99.59,99.57,99.53,99.49,99.44,99.39,99.32,99.23,99.11,98.99,98.85,98.705,98.55,98.405,98.25,98.11,97.96,97.84,97.72,97.61,97.5,97.42,97.335,97.26
09/28/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.68,99.675,99.66,99.65,99.625,99.605,99.565,99.515,99.455,99.4,99.325,99.23,99.105,98.98,98.835,98.68,98.52,98.375,98.22,98.08,97.93,97.81,97.69,97.58,97.465,97.385,97.305,97.23
10/01/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.685,99.675,99.655,99.645,99.62,99.6,99.565,99.525,99.47,99.42,99.35,99.255,99.135,99.01,98.865,98.71,98.545,98.395,98.24,98.1,97.95,97.83,97.71,97.595,97.48,97.4,97.315,97.24
10/02/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.68,99.67,99.65,99.635,99.615,99.6,99.565,99.525,99.47,99.42,99.35,99.26,99.145,99.02,98.875,98.725,98.565,98.42,98.265,98.125,97.975,97.855,97.735,97.62,97.505,97.425,97.34,97.265
10/03/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.685,99.68,99.66,99.645,99.625,99.605,99.57,99.535,99.485,99.44,99.37,99.28,99.165,99.045,98.905,98.755,98.595,98.45,98.295,98.155,98.005,97.88,97.755,97.64,97.525,97.44,97.355,97.275
10/04/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.685,99.675,99.655,99.64,99.615,99.595,99.56,99.52,99.47,99.42,99.35,99.26,99.145,99.02,98.875,98.72,98.555,98.4,98.24,98.09,97.935,97.805,97.68,97.56,97.44,97.355,97.265,97.185
10/05/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.675,99.665,99.64,99.62,99.59,99.565,99.525,99.485,99.43,99.38,99.305,99.21,99.09,98.96,98.81,98.65,98.48,98.32,98.155,98.005,97.845,97.715,97.59,97.47,97.35,97.26,97.17,97.09
10/08/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.665,99.655,99.63,99.615,99.59,99.57,99.54,99.505,99.455,99.405,99.335,99.24,99.125,98.995,98.85,98.695,98.525,98.37,98.205,98.06,97.9,97.77,97.645,97.525,97.405,97.315,97.225,97.145
10/09/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.675,99.67,99.65,99.635,99.605,99.58,99.54,99.5,99.44,99.385,99.31,99.215,99.095,98.965,98.82,98.665,98.495,98.34,98.18,98.035,97.88,97.755,97.63,97.515,97.4,97.315,97.225,97.145
10/10/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.68,99.67,99.645,99.625,99.595,99.57,99.53,99.49,99.435,99.38,99.305,99.21,99.09,98.96,98.815,98.665,98.5,98.35,98.195,98.055,97.905,97.78,97.66,97.545,97.43,97.345,97.255,97.175
10/11/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.685,99.675,99.65,99.63,99.595,99.57,99.53,99.49,99.435,99.38,99.305,99.21,99.09,98.965,98.82,98.67,98.51,98.365,98.215,98.075,97.93,97.815,97.7,97.59,97.48,97.4,97.315,97.235
10/12/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.685,99.66,99.64,99.605,99.575,99.535,99.49,99.43,99.375,99.3,99.2,99.08,98.955,98.81,98.66,98.5,98.355,98.21,98.075,97.935,97.825,97.715,97.61,97.5,97.425,97.345,97.27
10/15/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7,99.695,99.67,99.65,99.615,99.585,99.54,99.495,99.435,99.375,99.295,99.195,99.07,98.945,98.8,98.65,98.485,98.34,98.19,98.055,97.915,97.805,97.695,97.59,97.48,97.4,97.315,97.24
10/16/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.715,99.705,99.68,99.66,99.625,99.59,99.545,99.49,99.425,99.36,99.28,99.175,99.045,98.915,98.77,98.62,98.46,98.315,98.17,98.035,97.89,97.775,97.66,97.555,97.445,97.365,97.28,97.2
10/17/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.715,99.705,99.675,99.645,99.6,99.555,99.495,99.43,99.35,99.275,99.18,99.07,98.935,98.8,98.655,98.5,98.335,98.19,98.045,97.91,97.765,97.65,97.535,97.43,97.32,97.24,97.15,97.07
10/18/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.71,99.695,99.665,99.635,99.59,99.545,99.485,99.425,99.35,99.28,99.19,99.08,98.945,98.81,98.66,98.505,98.345,98.205,98.06,97.925,97.78,97.665,97.55,97.445,97.335,97.255,97.165,97.085
10/19/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.705,99.685,99.65,99.62,99.575,99.535,99.485,99.43,99.365,99.3,99.215,99.11,98.98,98.85,98.705,98.555,98.4,98.265,98.125,97.99,97.85,97.735,97.62,97.515,97.405,97.325,97.24,97.16
10/22/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.705,99.69,99.655,99.625,99.58,99.535,99.475,99.41,99.335,99.265,99.175,99.07,98.94,98.805,98.66,98.515,98.36,98.225,98.085,97.95,97.81,97.695,97.58,97.475,97.365,97.285,97.2,97.12
10/23/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7,99.685,99.655,99.63,99.59,99.545,99.49,99.43,99.36,99.29,99.2,99.095,98.965,98.835,98.69,98.545,98.39,98.255,98.115,97.98,97.835,97.72,97.605,97.495,97.385,97.305,97.22,97.14
10/24/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.7,99.69,99.665,99.64,99.605,99.565,99.51,99.455,99.385,99.315,99.225,99.12,98.985,98.85,98.7,98.55,98.39,98.25,98.105,97.965,97.82,97.7,97.58,97.47,97.355,97.275,97.19,97.11
10/25/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.68,99.645,99.61,99.565,99.52,99.46,99.395,99.32,99.245,99.15,99.04,98.905,98.77,98.62,98.47,98.31,98.175,98.03,97.895,97.75,97.635,97.52,97.415,97.305,97.225,97.14,97.06
10/26/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.69,99.68,99.65,99.625,99.585,99.545,99.49,99.435,99.365,99.3,99.215,99.11,98.98,98.85,98.71,98.56,98.405,98.27,98.125,97.99,97.845,97.73,97.615,97.51,97.4,97.32,97.235,97.155
10/29/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.68,99.67,99.645,99.625,99.595,99.56,99.515,99.46,99.39,99.325,99.24,99.14,99.015,98.89,98.75,98.605,98.455,98.325,98.185,98.05,97.91,97.795,97.68,97.575,97.465,97.385,97.3,97.22
10/30/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.68,99.67,99.645,99.62,99.585,99.545,99.495,99.435,99.365,99.3,99.215,99.11,98.985,98.86,98.72,98.575,98.425,98.295,98.16,98.03,97.89,97.775,97.66,97.555,97.445,97.365,97.28,97.2
10/31/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.685,99.68,99.66,99.64,99.61,99.575,99.53,99.475,99.41,99.345,99.265,99.165,99.04,98.915,98.775,98.63,98.48,98.35,98.21,98.08,97.935,97.82,97.705,97.595,97.485,97.405,97.32,97.24
11/01/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.69,99.685,99.665,99.645,99.615,99.58,99.535,99.48,99.415,99.35,99.27,99.165,99.035,98.905,98.76,98.615,98.46,98.325,98.185,98.05,97.9,97.78,97.66,97.55,97.435,97.355,97.265,97.18
11/02/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.69,99.69,99.67,99.65,99.615,99.58,99.535,99.48,99.415,99.35,99.27,99.17,99.04,98.91,98.77,98.625,98.47,98.335,98.195,98.06,97.91,97.79,97.665,97.55,97.435,97.35,97.26,97.175
11/05/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.69,99.67,99.655,99.625,99.595,99.55,99.5,99.44,99.38,99.3,99.205,99.08,98.955,98.82,98.68,98.53,98.395,98.255,98.12,97.975,97.855,97.735,97.62,97.505,97.425,97.34,97.255
11/06/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.69,99.68,99.655,99.63,99.59,99.55,99.5,99.445,99.38,99.315,99.23,99.13,99.005,98.88,98.745,98.605,98.455,98.32,98.18,98.045,97.9,97.78,97.66,97.545,97.43,97.345,97.26,97.18
11/07/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.69,99.67,99.655,99.625,99.595,99.555,99.515,99.46,99.41,99.335,99.245,99.13,99.01,98.88,98.74,98.59,98.46,98.32,98.185,98.04,97.925,97.805,97.695,97.58,97.495,97.405,97.315
11/08/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.69,99.67,99.65,99.62,99.595,99.56,99.525,99.475,99.425,99.355,99.27,99.16,99.045,98.915,98.78,98.63,98.5,98.36,98.225,98.08,97.965,97.845,97.735,97.625,97.54,97.455,97.37
11/09/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.685,99.66,99.64,99.61,99.585,99.55,99.51,99.46,99.41,99.34,99.255,99.14,99.025,98.895,98.76,98.615,98.485,98.345,98.21,98.065,97.955,97.84,97.73,97.62,97.535,97.45,97.365
11/12/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.685,99.66,99.64,99.61,99.585,99.55,99.51,99.46,99.41,99.34,99.255,99.145,99.03,98.9,98.765,98.62,98.49,98.345,98.215,98.07,97.96,97.845,97.735,97.625,97.54,97.455,97.37
11/13/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.695,99.685,99.665,99.65,99.625,99.6,99.565,99.525,99.475,99.425,99.355,99.27,99.16,99.045,98.915,98.78,98.635,98.505,98.365,98.235,98.095,97.985,97.87,97.765,97.655,97.575,97.49,97.405
11/14/2012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.69,99.685,99.675,99.66,99.635,99.61,99.57,99.53,99.48,99.425,99.355,99.27,99.16,99.045,98.915,98.78,98.635,98.505,98.365,98.235,98.095,97.98,97.865,97.755,97.645,97.565,97.48,97.395
